,AssignmentStatus,WorkTimeInSeconds,Input.title,Input.support_statement,Input.claim,Answer.worker_warrant
191,Approved,113,Zoos,animals would no longer be held in captivity and be free to return to their natural habitat.,We should abolish zoos,zoos remove animals from their natural habitat and then hold them captive
192,Approved,902,Zoos,animals would no longer be held in captivity and be free to return to their natural habitat.,We should abolish zoos,animals will thrive the most if they are back in the large areas of the wild
193,Approved,70,Zoos,animals would no longer be held in captivity and be free to return to their natural habitat.,We should abolish zoos,it would be good to free the animals in the zoos
194,Approved,2271,Zoos,animals would no longer be held in captivity and be free to return to their natural habitat.,We should abolish zoos,animals have a right to not be held in captivity
195,Approved,54,Zoos,animals would no longer be held in captivity and be free to return to their natural habitat.,We should abolish zoos,animals in captivity live in improper conditions.
196,Approved,59,Zoos,animals would no longer be held in captivity and be free to return to their natural habitat.,We should abolish zoos,being in their natural habitat will make them happier and healthier than they would be if they were in captivity the animals should not be kept at the zoo.
197,Approved,261,Zoos,animals would no longer be held in captivity and be free to return to their natural habitat.,We should abolish zoos,animals are meant to live in their natural habitat
198,Approved,2096,Zoos,animals would no longer be held in captivity and be free to return to their natural habitat.,We should abolish zoos,zoos can't provide suitable environment for animals
199,Approved,35,Zoos,animals would no longer be held in captivity and be free to return to their natural habitat.,We should abolish zoos,animals have a right to be free to choose their own environment.
200,Approved,82,Zoos,caging animals is inhumane. they should be left to live their lives as naturally intended,We should abolish zoos,keeping animals locked up and depriving them of roaming freely is brutal
201,Approved,50,Zoos,caging animals is inhumane. they should be left to live their lives as naturally intended,We should abolish zoos,zoos keep animals captive in cages where they are not healthy
202,Approved,23,Zoos,caging animals is inhumane. they should be left to live their lives as naturally intended,We should abolish zoos,zoos have cages
203,Approved,399,Zoos,caging animals is inhumane. they should be left to live their lives as naturally intended,We should abolish zoos,surely they deserve to live their lives free of agony and suffering
204,Approved,59,Zoos,caging animals is inhumane. they should be left to live their lives as naturally intended,We should abolish zoos,animals in zoos are caged
205,Approved,76,Zoos,caging animals is inhumane. they should be left to live their lives as naturally intended,We should abolish zoos,human beings are better than that
206,Approved,44,Zoos,caging animals is inhumane. they should be left to live their lives as naturally intended,We should abolish zoos,animals have a right to choose their own environment.
207,Approved,484,Zoos,caging animals is inhumane. they should be left to live their lives as naturally intended,We should abolish zoos,we should all strive to live as humanely as possible
208,Approved,715,Zoos,caging animals is inhumane. they should be left to live their lives as naturally intended,We should abolish zoos,zoos mistreat animals by keeping them in cages
209,Approved,51,Zoos,caging animals is inhumane. they should be left to live their lives as naturally intended,We should abolish zoos,when animals are able to live their natural lives outside of a cage they are happier and healthier it is wrong to confine them.
210,Approved,2124,Zoos,confining animals in small spaces is cruel.,We should abolish zoos,animals weren't born to live in captivity
211,Approved,345,Zoos,confining animals in small spaces is cruel.,We should abolish zoos,animals have the right to live a life free of cruelty and restriction
212,Approved,30,Zoos,confining animals in small spaces is cruel.,We should abolish zoos,animals have a right to be treated humanely.
213,Approved,35,Zoos,confining animals in small spaces is cruel.,We should abolish zoos,humans ought not to aspire to cruelty
214,Approved,283,Zoos,confining animals in small spaces is cruel.,We should abolish zoos,keeping animals in tiny cages is brutal
215,Approved,81,Zoos,confining animals in small spaces is cruel.,We should abolish zoos,zoos keep animals captive in small spaces where they do not thrive
